ลำดับ,หน่วยงาน,ชื่อหน่วยงาน,จังหวัด,ชื่อแหล่งท่องเที่ยว,latitude,longitude,เปิดตลอดปี,วันที่เริ่มปิด,วันที่สิ้นสุดการปิด,สาเหตุการปิด,หมายเหตุ,,,,,,,,,,,,,,
115,อุทยานแห่งชาติ,เขาแหลมหญ้า-หมู่เกาะเสม็ด,ระยอง,ลานกางเต็นท์เขาแหลมหญ้า,12.589665,101.420484,ใช่,,,,,,,,,,,,,,,,,,
116,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,น้ำตกพลิ้ว,12.5288,102.1811,ใช่,,,,,,,,,,,,,,,,,,
117,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,น้ำตกมะกอก,12.58707,102.2558,ใช่,,,,,,,,,,,,,,,,,,
118,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,น้ำตกคลองนารายณ์,12.58309,102.1723,ใช่,,,,,,,,,,,,,,,,,,
119,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,น้ำตกตรอกนอง,12.5465,102.2357,ใช่,,,,,,,,,,,,,,,,,,
120,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,อ่างเก็บน้ำกงษีไร่,12.4968,102.2191,ใช่,,,,,,,,,,,,,,,,,,
121,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,อ่างเก็บน้ำห้วยตาโบ,12.6253,102.1941,ใช่,,,,,,,,,,,,,,,,,,
122,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณน้ำตกพลิ้ว,12.5288,102.1811,ใช่,,,,,,,,,,,,,,,,,,
123,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,บ้านโซนที่ 2 โซนหน่วยพิทักษ์อุทยานแห่งชาติ (น้ำตกตรอกนอง),12.5465,102.2357,ใช่,,,,,,,,,,,,,,,,,,
124,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,ลานกางเต็นท์พลิ้ว,12.5288,102.1811,ใช่,,,,,,,,,,,,,,,,,,
125,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,ลานกางเต็นท์ตรอกนอง,12.5465,102.2357,ใช่,,,,,,,,,,,,,,,,,,
126,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,ลานกางเต็นท์อ่างเก็บน้ำห้วยตาโบ,12.6253,102.1941,ใช่,,,,,,,,,,,,,,,,,,
127,อุทยานแห่งชาติ,น้ำตกพลิ้ว,จันทบุรี,ลานกางเต็นท์น้ำตกคลองนารายณ์,12.58309,102.1723,ใช่,,,,,,,,,,,,,,,,,,
128,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,ระยอง,น้ำตกเขาชะเมา,12.91288,101.72460,ใช่,,,,,,,,,,,,,,,,,,
129,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,จันทบุรี,ถ้ำเขาวง,12.88648,101.81841,ใช่,,,,,,,,,,,,,,,,,,
130,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,ระยอง,น้ำตกคลองปลาก้าง,12.93321,101.71519,ใช่,,,,,,,,,,,,,,,,,,
131,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,ระยอง,บ้านโซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ บริเวณน้ำตกเขาชะเมา,12.91056,101.72623,ใช่,,,,,,,,,,,,,,,,,,
132,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,ระยอง,บ้านโซนที่ 3 โซนหน่วยพิทักษ์อุทยานแห่งชาติ (คลองปลาก้าง),12.93444,101.71496,ไม่ใช่,,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,,
133,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,ระยอง,ลานกางเต็นท์เขาชะเมา,12.91120,101.72496,ใช่,,,,,,,,,,,,,,,,,,
134,อุทยานแห่งชาติ,เขาชะเมา-เขาวง,ระยอง,ลานกางเต็นท์คลองปลาก้าง,12.93308,101.71568,ใช่,,,,,,,,,,,,,,,,,,
135,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,น้ำตกกระทิง,12.83894,102.12288,ใช่,-,-,,,,,,,,,,,,,,,,
136,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,น้ำตกคลองไพบูลย์,12.88537,102.11080,ใช่,-,-,,,,,,,,,,,,,,,,
137,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,เขาพระบาท (งานประเพณีนมัสการรอยพระพุทธบาทเขาคิชฌกูฏ),12.83694,102.16873,ไม่ใช่,20-มี.ค.,6-ก.พ.,เพื่อฟื้นฟูธรรมชาติ,สำหรับงานประเพณี นมัสการรอยพระพุทธบาท (เขาคิชฌกูฏ) ปี พ.ศ. 2567 เปิดวันที่ 10 กุมภาพันธ์ 2567 ปิดวันที่ 8 เมษายน 2567,,,,,,,,,,,,,,
138,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณน้ำตกกระทิง,12.83950,102.12115,ใช่,-,-,,,,,,,,,,,,,,,,
139,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,ลานกางเต็นท์เขาคิชฌกูฎ,12.83831,102.11947,ใช่,-,-,,,,,,,,,,,,,,,,
140,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,ลานกางเต็นท์คลองไพบูลย์,12.88583,102.11093,ใช่,-,-,,,,,,,,,,,,,,,,
141,อุทยานแห่งชาติ,เขาคิชฌกูฏ,จันทบุรี,น้ำตกคลองทุ่งเพล (เขาบรรจบ),12.85116,102.20274,ใช่,-,-,,,,,,,,,,,,,,,,
142,อุทยานแห่งชาติ,น้ำตกคลองแก้ว,ตราด,น้ำตกคลองแก้ว,12.61470,102.58088,ใช่,,,,,,,,,,,,,,,,,,
143,อุทยานแห่งชาติ,น้ำตกคลองแก้ว,ตราด,น้ำตกทับกระได,12.54186,102.65099,ใช่,,,,ไม่เปิดแหล่งท่องเที่ยว,,,,,,,,,,,,,,
144,อุทยานแห่งชาติ,น้ำตกคลองแก้ว,ตราด,น้ำตกธารหินดาษ,12.70547,102.48676,ใช่,,,,ไม่เปิดแหล่งท่องเที่ยว,,,,,,,,,,,,,,
145,อุทยานแห่งชาติ,น้ำตกคลองแก้ว,ตราด,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,12.61863,102.57730,ใช่,,,,,,,,,,,,,,,,,,
146,อุทยานแห่งชาติ,น้ำตกคลองแก้ว,ตราด,ลานกางเต็นท์คลองแก้ว,12.61705,102.57499,ใช่,,,,,,,,,,,,,,,,,,
147,อุทยานแห่งชาติ,เขาสิบห้าชั้น,จันทบุรี,น้ำตกเขาสิบห้าชั้น,13.17267,102.01328,ใช่,-,-,,,,,,,,,,,,,,,,
148,อุทยานแห่งชาติ,เขาสิบห้าชั้น,จันทบุรี,จุดชมทิวทัศน์เขาสิบห้าชั้น,13.16638,102.01167,ใช่,-,-,,,,,,,,,,,,,,,,
149,อุทยานแห่งชาติ,เขาสิบห้าชั้น,จันทบุรี,ลานกางเต็นท์เขาสิบห้าชั้น,13.17787,102003798.00000,ใช่,-,-,,,,,,,,,,,,,,,,
150,วนอุทยาน,น้ำตกเขาเจ้าบ่อทอง,ชลบุรี,น้ำตกร่มไทรทอง,13.25040,101.37567,ใช่,,,,,,,,,,,,,,,,,,
151,วนอุทยาน,เขาแหลมสิงห์,จันทบุรี,อ่าวกระทิง,12.47453,102.05348,ใช่,,,,,,,,,,,,,,,,,,
152,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,น้ำตกห้วยแม่ขมิ้น,14.640323,98.986592,ใช่,,,,,,,,,,,,,,,,,,
153,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,น้ำตกผาตาด,14.650209,98.77507,ใช่,,,,,,,,,,,,,,,,,,
154,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ อยู่บนเนินเขา,14.637377,98.98568,ใช่,,,,,,,,,,,,,,,,,,
155,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,บ้านโซนที่ 3 โซนที่ทำการอุทยานแห่งชาติ ใกล้น้ำตกห้วยแม่ขมิ้น ชั้นที่ 2 (ม่านขมิ้น),14.636444,98.992918,ใช่,,,,,,,,,,,,,,,,,,
156,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,บ้านโซนที่ 5 โซนหน่วยพิทักษ์อุทยานแห่งชาติ (น้ำตกผาตาด),14.64981,98.774364,ไม่ใช่,,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,,
157,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,ลานกางเต็นท์ผาตาด,14.650285,98.774545,ใช่,,,,,,,,,,,,,,,,,,
158,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,ลานกางเต็นท์แม่ขมิ้น,14.639831,98.986121,ใช่,,,,,,,,,,,,,,,,,,
159,อุทยานแห่งชาติ,เขื่อนศรีนครินทร์,กาญจนบุรี,พุน้ำร้อนห้วยแม่ขมิ้น,14.616656,98.991169,ใช่,,,,,,,,,,,,,,,,,,
160,อุทยานแห่งชาติ,เอราวัณ,กาญจนบุรี,น้ำตกเอราวัณ,14.3686412,99.1439739,ใช่,,,,,,,,,,,,,,,,,,
161,อุทยานแห่งชาติ,เอราวัณ,กาญจนบุรี,ถ้ำพระธาตุ,14.3975456,99.0829086,ใช่,,,,,,,,,,,,,,,,,,
162,อุทยานแห่งชาติ,เอราวัณ,กาญจนบุรี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ อยู่บนเนินเขา,14.3757924,99.1463223,ใช่,,,,,,,,,,,,,,,,,,
163,อุทยานแห่งชาติ,เอราวัณ,กาญจนบุรี,บ้านโซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ อยู่ริมลำธารน้ำตกเอราวัณ,14.3701081,99.1466761,ใช่,,,,,,,,,,,,,,,,,,
164,อุทยานแห่งชาติ,เอราวัณ,กาญจนบุรี,บ้านโซนที่ 3 โซนที่ทำการอุทยานแห่งชาติ ใกล้แม่น้ำแควใหญ่,14.3717424,99.1484507,ใช่,,,,,,,,,,,,,,,,,,
165,อุทยานแห่งชาติ,เอราวัณ,กาญจนบุรี,ลานกางเต็นท์แควใหญ่,14.3740471,99.1473738,ใช่,,,,,,,,,,,,,,,,,,
166,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,น้ำตกไทรโยคใหญ่,14.435468,98.851463,ใช่,,,,,,,,,,,,,,,,,,
167,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,ถ้ำดาวดึงส์,14.473161,98.834679,ใช่,,,,,,,,,,,,,,,,,,
168,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,ถ้ำละว้า,14.299825,98.982633,ใช่,,,,,,,,,,,,,,,,,,
169,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,น้ำตกไทรโยคน้อย,14.23828,99.058798,ใช่,,,,,,,,,,,,,,,,,,
170,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,น้ำตกไทรโยคเล็ก,14.433679,98.853004,ใช่,,,,,,,,,,,,,,,,,,
171,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,ลานกางเต็นท์โซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณที่ทำการ,14.437005,98.851091,ใช่,,,,,,,,,,,,,,,,,,
172,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,ลานกางเต็นท์โซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ บริเวณจุดชมวิว,14.43547,98.853411,ใช่,,,,,,,,,,,,,,,,,,
173,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,ลานกางเต็นท์โซนที่ 3 โซนที่ทำการอุทยานแห่งชาติ บริเวณพุต้นน้ำ,14.436455,98.853179,ใช่,,,,,,,,,,,,,,,,,,
174,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,บ้านพักโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณชายป่า,14.449473,98.850414,ไม่ใช่,,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,,
175,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,บ้านพักโซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ บริเวณริมแม่น้ำแควน้อย,14.441164,98.84965,ใช่,,,,,,,,,,,,,,,,,,
176,อุทยานแห่งชาติ,ไทรโยค,กาญจนบุรี,ค่ายพักแรม โซนที่ทำการอุทยานแห่งชาติ บริเวณพุต้นน้ำ,14.435072,98.853105,ใช่,,,,,,,,,,,,,,,,,,
177,อุทยานแห่งชาติ,เขาแหลม,กาญจนบุรี,น้ำตกเกริงกระเวีย,14.981956,98.631536,ใช่,,,,,,,,,,,,,,,,,,
